,LSAT,UGPA,region_first,sander_index,first_pf,Amerindian,Asian,Black,Hispanic,Mexican,Other,Puertorican,White,female,male,ZFYA,Knowledge,Init_class,Fair_pred,Fair_pred_class,full_pred,full_pred_class,unaware_pred,unaware_pred_class
14306,30,3.1,NE,0.670238095238,1.0,0,0,0,0,0,0,0,1,0,1,-0.24,0.35580028355002324,-1.0,0.029550122133190887,1.0,-0.04644823656202357,-1.0,-0.22873348811428995,-1.0
3650,31,3.2,MS,0.692261904762,1.0,0,0,0,0,0,0,0,1,0,1,0.73,-0.2534984959334812,1.0,0.14799038793019167,1.0,0.0077156650324456955,1.0,-0.1570323522697299,-1.0
18008,42,3.5,SE,0.858333333333,1.0,0,0,0,0,0,0,0,1,0,1,0.66,-1.025389248170508,1.0,0.29803655401425716,1.0,0.42206017657619777,1.0,0.40440888286164656,1.0
18857,43,3.1,MS,0.832738095238,1.0,0,0,0,0,0,0,0,1,0,1,0.19,-0.10080166306036949,1.0,0.11830798238330646,1.0,0.3628125744235371,1.0,0.33406548173196793,1.0
20964,45,3.0,NE,0.848214285714,1.0,0,0,0,0,0,0,0,1,1,0,-0.26,0.8807787430983259,-1.0,-0.07249929989143399,-1.0,0.37412682184793766,1.0,0.3922410312365443,1.0
4070,42,2.9,SE,0.80119047619,1.0,0,0,0,0,0,0,0,1,0,1,0.23,0.48995135405582874,1.0,0.00347278703475426,1.0,0.28596637207964193,1.0,0.23395543849255995,1.0
8290,29,2.7,FW,0.619642857143,1.0,0,0,0,0,0,0,0,1,1,0,-2.09,1.2799618813509934,-1.0,-0.15009564275035947,-1.0,-0.1976256939210299,-1.0,-0.3856613461433933,-1.0
1394,30,3.6,GL,0.717857142857,1.0,0,0,0,0,0,0,0,1,1,0,0.31,-0.590994710968431,1.0,0.21359554382449028,1.0,0.03799661366884699,1.0,-0.08668895114005082,-1.0
5976,39,3.6,NG,0.830357142857,1.0,0,0,0,0,0,0,0,1,1,0,1.66,-0.41465488186601496,1.0,0.17931722761451452,1.0,0.32133102127423463,1.0,0.3029411049073585,1.0
3370,24,3.2,GL,0.604761904762,1.0,0,0,0,0,0,0,0,1,1,0,-0.69,0.3537069281561612,-1.0,0.029957044939546706,1.0,-0.24162219439911548,-1.0,-0.4600779514177149,-1.0
21162,33,3.4,NE,0.74255952381,1.0,0,0,0,0,0,0,0,1,1,0,-0.91,0.010571074894240376,-1.0,0.09665847785440262,1.0,0.0870768147051244,1.0,-0.013630080580610215,-1.0
13978,43,3.6,GL,0.880357142857,1.0,0,0,0,0,0,0,0,1,0,1,-0.38,-0.9619111965863664,-1.0,0.2856971934984283,1.0,0.4762240781706666,1.0,0.4761100187062066,1.0
15056,33,3.1,NG,0.707738095238,1.0,0,0,0,0,0,0,0,1,1,0,-0.6,0.7231100804678219,-1.0,-0.04185043116131022,-1.0,0.019029912456846265,1.0,-0.09885680276515352,-1.0
21536,39,3.8,FW,0.849404761905,1.0,0,1,0,0,0,0,0,0,0,1,-0.14,-1.400050898392999,-1.0,0.3708662180977975,1.0,-0.07130951451116108,-1.0,0.35975891969705387,1.0
17214,36,3.2,SE,0.754761904762,1.0,0,0,0,0,0,0,0,1,0,1,-1.21,-0.06381942922534677,-1.0,0.1111190863069021,1.0,0.1651236692576612,1.0,0.05942878997883083,1.0
1764,21,3.9,MS,0.633928571429,1.0,0,0,1,0,0,0,0,0,1,0,-1.15,-2.259523688703972,-1.0,0.5379372662558342,1.0,-0.8524497506624824,-1.0,-0.3910922850029168,-1.0
1054,36,3.0,FW,0.735714285714,0.0,0,0,0,0,0,0,0,1,0,1,-1.4,0.7806607071813235,-1.0,-0.05303757243625125,-1.0,0.1197590677588094,1.0,0.002610975189135001,1.0
16104,25,3.5,Mt,0.645833333333,0.0,0,0,0,0,0,0,0,1,1,0,-0.26,-0.16192094216012648,-1.0,0.13018882624127823,1.0,-0.14209369130579486,-1.0,-0.33155900078345946,-1.0
20328,34,3.0,NE,0.710714285714,1.0,0,0,0,0,0,0,0,1,0,1,-1.11,0.5553485432578392,-1.0,-0.009239630472513319,-1.0,0.05679586606872311,1.0,-0.08397348171028929,-1.0
18236,33,3.3,NE,0.726785714286,1.0,0,0,0,0,0,0,0,1,0,1,0.87,-0.4501175087637809,1.0,0.18621073060034316,1.0,0.09336116747195788,1.0,-0.04203898797545813,-1.0
14468,33,3.4,NE,0.73630952381,1.0,0,0,0,0,0,0,0,1,1,0,0.1,-0.13182194036572772,1.0,0.12433794668465915,1.0,0.0870768147051244,1.0,-0.013630080580610215,-1.0
8856,25,2.4,SE,0.541071428571,1.0,0,0,1,0,0,0,0,0,0,1,-1.23,0.8652621834871393,-1.0,-0.06948306958458549,-1.0,-1.0377912050074398,-1.0,-0.6440569821267852,-1.0
7002,40,2.4,GL,0.728571428571,1.0,0,0,0,0,0,0,0,1,1,0,-0.23,1.895910829360197,-1.0,-0.2698286203569035,-1.0,0.08062501312616677,1.0,0.005326444618896975,1.0
12143,41,3.1,NE,0.807738095238,1.0,0,0,0,0,0,0,0,1,1,0,1.04,0.402567849607928,1.0,0.020459076588552644,1.0,0.2708827192171914,1.0,0.24748102483254364,1.0
7903,39,3.7,NE,0.839880952381,1.0,0,0,0,0,0,0,0,1,1,0,0.16,-1.062405353848936,1.0,0.30523203436470087,1.0,0.34401332202366053,1.0,0.33135001230220595,1.0
12231,37,3.4,SC,0.78630952381,1.0,0,0,0,0,0,0,0,1,1,0,-0.06,-0.2548091029970095,-1.0,0.14824515398944965,1.0,0.21300321808529654,1.0,0.15953883321823836,1.0
13334,46,4.0,GL,0.955952380952,1.0,0,0,0,0,0,0,0,1,0,1,1.31,-1.679783375051899,1.0,0.42524280640414325,1.0,0.6613980837034998,1.0,0.7196223336347343,1.0
1736,41,3.4,GL,0.83630952381,1.0,0,0,0,0,0,0,0,1,1,0,0.21,-0.4297228619585373,1.0,0.18224625952344942,1.0,0.3389296214654691,1.0,0.33270774701708694,1.0
11539,31,2.9,NE,0.66369047619,0.0,0,0,0,1,0,0,0,0,0,1,-1.38,0.4324473403080447,-1.0,0.014650867316574875,1.0,-0.44534533377066476,-1.0,-0.2422590744542732,-1.0
1568,27,2.8,NG,0.604166666667,1.0,0,0,1,0,0,0,0,0,1,0,-2.01,0.4558174479273457,-1.0,0.010108002877422556,1.0,-0.9130654538359093,-1.0,-0.4438368956479697,-1.0
462,35,2.5,FW,0.675595238095,1.0,0,0,0,0,1,0,0,0,0,1,0.19,1.1667666159626828,1.0,-0.12809186107379283,-1.0,-0.540911311113182,-1.0,-0.18272579023481583,-1.0
743,42,3.7,NE,0.877380952381,1.0,0,0,0,0,0,0,0,1,1,0,-0.03,-0.8307942144886791,-1.0,0.26020964825286774,1.0,0.4384581245587902,1.0,0.4612266976513424,1.0
8414,44,3.0,FW,0.835714285714,1.0,0,0,0,0,0,0,0,1,0,1,-0.42,0.5026705582592129,-1.0,0.0010003285672481044,1.0,0.3716118745191541,1.0,0.34894880278683216,1.0
21658,35,3.2,NE,0.748511904762,1.0,0,0,0,0,0,0,0,1,1,0,-1.52,0.37223003990174897,-1.0,0.0263563774962364,1.0,0.1046754148963589,1.0,0.016136561529118687,1.0
3994,42,3.3,NE,0.839285714286,1.0,0,0,0,0,0,0,0,1,0,1,0.05,-0.1633905245662498,1.0,0.13047449517194537,1.0,0.3766955750773455,1.0,0.34759106807195117,1.0
16647,47,3.3,MS,0.901785714286,1.0,0,0,0,0,0,0,0,1,1,0,-0.41,-0.11307184632005501,-1.0,0.12069315664524573,1.0,0.5051369257863016,1.0,0.5640522103205119,1.0
12571,34,3.4,GL,0.75505952381,1.0,0,0,0,0,0,0,0,1,0,1,0.56,-0.5279341669261571,1.0,0.20133734169252193,1.0,0.1475250690664267,1.0,0.02966214786910193,1.0
8817,32,3.2,NE,0.704761904762,1.0,0,0,0,0,0,0,0,1,0,1,0.36,-0.023726455069717454,1.0,0.10332550017891023,1.0,0.03919726587748862,1.0,-0.11374012382001775,-1.0
9308,33,2.5,GL,0.650595238095,1.0,0,0,1,0,0,0,0,0,0,1,0.56,0.6795512097906392,1.0,-0.03338311693954858,-1.0,-0.763256097497669,-1.0,-0.2693102471342401,-1.0
10654,20,2.2,SE,0.463273809524,0.0,0,0,1,0,0,0,0,0,1,0,-0.4,1.301946647368729,-1.0,-0.1543692136457956,-1.0,-1.2695304642477667,-1.0,-0.9173359391650411,-1.0
6284,36,3.4,NE,0.77380952381,1.0,0,0,0,0,0,0,0,1,1,0,1.1,-0.09349800586336514,1.0,0.11688824033091524,1.0,0.18152161724025362,1.0,0.11624660476852622,1.0
15829,39,3.5,MS,0.820833333333,1.0,0,0,0,0,0,0,0,1,0,1,0.69,-0.6044569907435923,1.0,0.21621244713776344,1.0,0.3276153740410681,1.0,0.27453219751251057,1.0
12944,45,3.4,NW,0.88630952381,1.0,0,0,0,0,0,0,0,1,1,0,0.17,-0.222764979058862,1.0,0.1420161663658679,1.0,0.46485602484564126,1.0,0.5058766608159355,1.0
19974,43,3.2,GL,0.842261904762,1.0,0,0,0,0,0,0,0,1,0,1,-0.79,-0.1013029216629161,-1.0,0.11840542095386947,1.0,0.385494875172963,1.0,0.3624743891268154,1.0
19560,43,2.9,GL,0.81369047619,1.0,0,0,0,0,0,0,0,1,0,1,0.2,0.8313279333248399,1.0,-0.06288666443135067,-1.0,0.31744797292468485,1.0,0.2772476669422721,1.0
8536,37,3.1,NE,0.757738095238,1.0,0,0,0,0,0,0,0,1,1,0,-0.21,0.8188879721228837,-1.0,-0.06046848740412432,-1.0,0.14495631583701885,1.0,0.07431211103369506,1.0
5494,47,3.5,SC,0.920833333333,1.0,0,0,0,0,0,0,0,1,0,1,-1.2,-0.6682747301262123,-1.0,0.22861783882663006,1.0,0.5794681808014133,1.0,0.6208700251102077,1.0
12726,33,2.9,SC,0.69494047619,1.0,0,0,0,0,0,0,0,1,1,0,0.0,0.8143076407670502,0.0,-0.059578126744476975,-1.0,-0.026334689042005532,-1.0,-0.1556746175548489,-1.0
16147,42,3.5,GL,0.858333333333,1.0,0,0,0,1,0,0,0,0,0,1,-0.55,-1.1770130633754088,-1.0,0.32751037798818156,1.0,0.037046080021365224,1.0,0.40440888286164656,1.0
18603,30,3.7,GL,0.727380952381,1.0,0,0,0,0,0,0,0,1,1,0,-0.93,-0.6676598010003925,-1.0,0.22849830409004296,1.0,0.06067891441827289,1.0,-0.05828004374520335,-1.0
17386,33,2.3,MW,0.631547619048,1.0,0,0,0,0,0,0,0,1,0,1,0.28,1.8987560067689904,1.0,-0.270381688211106,-1.0,-0.133461840022302,-1.0,-0.32612806192393595,-1.0
8648,37,3.3,NE,0.776785714286,1.0,0,0,0,0,0,0,0,1,1,0,-1.45,-0.024456029534565396,-1.0,0.1034673205738379,1.0,0.19032091733587064,1.0,0.13112992582339045,1.0
10471,42,3.8,NE,0.886904761905,1.0,0,1,0,0,0,0,0,0,0,1,0.66,-1.6918731838589185,1.0,0.42759291806816485,1.0,0.02313528802396858,1.0,0.48963560504618986,1.0
8281,33,3.8,Mt,0.774404761905,1.0,0,0,0,0,0,0,0,1,1,0,-0.06,-1.2927448059760325,-1.0,0.35000721995853223,1.0,0.177806017702828,1.0,0.100005548998781,1.0
4335,47,3.6,NG,0.930357142857,1.0,0,0,0,0,0,0,0,1,0,1,-1.08,-0.464000680550938,-1.0,0.1889094501972709,1.0,0.6021504815508392,1.0,0.6492789325050556,1.0
10813,39,3.3,FW,0.801785714286,1.0,0,0,0,0,0,0,0,1,1,0,-0.85,-0.011867389372565859,-1.0,0.10102024216663359,1.0,0.25328411902595693,1.0,0.21771438272281474,1.0
15694,37,3.5,SE,0.795833333333,1.0,0,0,0,0,0,0,0,1,1,0,0.06,0.1254553369442838,1.0,0.07432637578678669,1.0,0.23568551883472244,1.0,0.18794774061308628,1.0
17272,44,2.7,Mt,0.807142857143,1.0,0,0,0,0,0,0,0,1,0,1,-0.75,1.1726764140608859,-1.0,-0.12924065388468786,-1.0,0.3035649722708764,1.0,0.26372208060228886,1.0
20730,33,2.9,NE,0.68869047619,1.0,0,0,0,0,0,0,0,1,1,0,-0.39,0.7239034477834853,-1.0,-0.04200465210989225,-1.0,-0.026334689042005532,-1.0,-0.1556746175548489,-1.0
5114,35,1.9,SE,0.624702380952,1.0,0,0,0,0,0,0,0,1,1,0,-0.73,3.1504114146247013,-1.0,-0.5136882632191022,-1.0,-0.19019449484617867,-1.0,-0.3531792346039029,-1.0
7174,37,2.9,FW,0.73869047619,1.0,1,0,0,0,0,0,0,0,0,1,0.34,-0.35133980808542914,1.0,0.167009547999784,1.0,-0.4417638072029557,-1.0,0.017494296243999674,1.0
8587,30,3.5,NE,0.708333333333,1.0,0,0,0,0,0,0,0,1,1,0,-0.05,-0.23080481522782265,-1.0,0.1435790126489726,1.0,0.015314312919420647,1.0,-0.11509785853489873,-1.0
13306,41,3.8,GL,0.874404761905,1.0,0,1,0,0,0,0,0,0,0,1,-0.52,-0.9635183404172544,-1.0,0.2860096026955479,1.0,-0.008346312821074786,-1.0,0.4463433765964777,1.0
17441,37,2.9,SC,0.73869047619,1.0,0,1,0,0,0,0,0,0,1,0,-0.9,0.7951107193435977,-1.0,-0.05584647890200921,-1.0,-0.36738007646233983,-1.0,0.017494296243999674,1.0
5212,42,3.5,SC,0.858333333333,1.0,0,0,0,0,0,0,0,1,1,0,-1.84,-0.2946420389100208,-1.0,0.15598819184849674,1.0,0.3930935230599384,1.0,0.40440888286164656,1.0
3641,21,2.9,MS,0.53869047619,0.0,0,0,1,0,0,0,0,0,1,0,-0.84,0.3278522816216025,-1.0,0.03498287349977533,1.0,-1.079272758156742,-1.0,-0.6751813589513946,-1.0
9952,29,3.1,GL,0.657738095238,1.0,0,0,0,0,0,0,0,1,1,0,-1.27,0.540415047428191,-1.0,-0.006336740667217358,-1.0,-0.10689649092332587,-1.0,-0.2720257165640021,-1.0
9034,22,2.1,SE,0.48125,0.0,0,0,1,0,0,0,0,0,0,1,-2.16,2.0724162012519143,-1.0,-0.30413911606998323,-1.0,-1.2002829097908472,-1.0,-0.8591603896604647,-1.0
20479,32,3.7,GL,0.752380952381,0.0,0,0,0,0,0,0,0,1,1,0,0.43,-0.6421649638185924,1.0,0.22354241808806646,1.0,0.12364211610835918,1.0,0.028304413154220942,1.0
21,30,3.1,MS,0.670238095238,1.0,0,0,0,0,0,0,0,1,0,1,1.99,0.14404176726237444,1.0,0.07071339998375263,1.0,-0.04644823656202357,-1.0,-0.22873348811428995,-1.0
3718,36,3.6,MS,0.792857142857,1.0,0,0,0,0,0,0,0,1,1,0,0.3,-0.5684843248008384,1.0,0.2092197987702447,1.0,0.22688621873910586,1.0,0.17306441955822205,1.0
16444,46,3.7,NE,0.927380952381,1.0,0,0,0,0,0,0,0,1,0,1,-1.03,-0.9289292772454409,-1.0,0.27928590986423846,1.0,0.5933511814552217,1.0,0.634395611450191,1.0
2902,38,4.0,SE,0.855952380952,1.0,0,0,0,0,0,0,0,1,1,0,-0.48,-1.5280591118304512,-1.0,0.39574945655854604,1.0,0.3805786234268953,1.0,0.37328450603703756,1.0
18529,37,3.2,GL,0.767261904762,1.0,0,0,0,0,0,0,0,1,1,0,-0.2,0.4429199698347376,-1.0,0.012615115618883177,1.0,0.16763861658644474,1.0,0.10272101842854298,1.0
19024,46,3.6,MS,0.917857142857,1.0,0,0,0,0,0,0,0,1,0,1,-1.6,-0.9966667658972791,-1.0,0.2924532530963157,1.0,0.5706688807057958,1.0,0.605986704055343,1.0
5534,43,3.1,SC,0.832738095238,1.0,0,0,0,0,0,0,0,1,0,1,0.27,0.392974624399785,1.0,0.022323882791621216,1.0,0.3628125744235371,1.0,0.33406548173196793,1.0
14521,25,3.0,SC,0.604464285714,0.0,0,1,0,0,0,0,0,0,1,0,-1.15,0.5485799903006088,-1.0,-0.007923906170562448,-1.0,-0.7224769858534312,-1.0,-0.47360353775769837,-1.0
11042,38,3.1,GL,0.776488095238,1.0,0,0,0,0,0,0,0,1,0,1,-0.2,0.07161125312408931,-1.0,0.0847930102426538,1.0,0.20540457019832115,1.0,0.1176043394834072,1.0
779,42,3.3,NE,0.839285714286,1.0,0,0,0,0,0,0,0,1,1,0,-0.15,-0.24154863545614208,-1.0,0.14566748051788256,1.0,0.34772892156108615,1.0,0.34759106807195117,1.0
21527,42,3.1,FW,0.820238095238,1.0,0,0,0,0,0,0,0,1,1,0,0.09,0.5035674932232971,1.0,0.0008259753285319582,1.0,0.30236432006223435,1.0,0.2907732532822558,1.0
7420,43,3.0,GL,0.823214285714,1.0,0,0,0,0,0,0,0,1,0,1,0.06,0.18229607491799718,1.0,0.06327722824145413,1.0,0.3401302736741112,1.0,0.30565657433712,1.0
18522,33,3.6,GL,0.755357142857,1.0,0,0,0,0,0,0,0,1,0,1,-0.05,-0.8363066325023409,-1.0,0.26128119521259696,1.0,0.16140806972023558,1.0,0.043187734209085615,1.0
16041,34,3.3,MW,0.739285714286,1.0,0,0,0,0,0,0,0,1,0,1,0.46,0.056528518082078455,1.0,0.08772491033415869,1.0,0.12484276831700081,1.0,0.0012532404742540137,1.0
6528,31,3.1,FW,0.682738095238,1.0,0,1,0,0,0,0,0,0,0,1,-1.34,0.11593028757526598,-1.0,0.07617792943662716,1.0,-0.4819384265174873,-1.0,-0.1854412596645778,-1.0
3431,37,3.3,NE,0.776785714286,1.0,0,0,0,0,0,0,0,1,0,1,-1.83,-0.054709977871420755,-1.0,0.1093483198521614,1.0,0.21928757085213002,1.0,0.13112992582339045,1.0
21194,39,3.2,FW,0.792261904762,1.0,0,0,0,0,0,0,0,1,0,1,-0.8,-0.008129254331771685,-1.0,0.10029359421865632,1.0,0.2595684717927904,1.0,0.18930547532796727,1.0
11981,33,3.3,GL,0.733035714286,1.0,0,0,0,0,0,0,0,1,0,1,0.15,-0.16747985611054347,1.0,0.13126941144512216,1.0,0.09336116747195788,1.0,-0.04203898797545813,-1.0
20766,35,2.9,NE,0.71369047619,1.0,0,0,0,0,0,0,0,1,0,1,0.92,0.7433756217015763,1.0,-0.04578980568669598,-1.0,0.06559516616434014,1.0,-0.06909016065542462,-1.0
13577,43,3.4,GL,0.86130952381,1.0,0,0,0,0,0,0,0,1,1,0,-1.0,0.09413168907489584,-1.0,0.0804153116328865,1.0,0.4018928231555554,1.0,0.41929220391651123,1.0
3622,23,3.8,NE,0.649404761905,0.0,0,0,0,0,0,0,0,1,1,0,-0.48,-0.9428577709994244,-1.0,0.2819934394998174,1.0,-0.137009990747603,-1.0,-0.33291673549834044,-1.0
4259,46,3.8,MS,0.936904761905,1.0,0,0,0,0,0,0,0,1,0,1,0.53,-1.1500393843500085,1.0,0.32226702313360667,1.0,0.6160334822046476,1.0,0.6628045188450384,1.0
4725,39,2.9,Mt,0.76369047619,1.0,0,0,0,0,0,0,0,1,0,1,1.62,0.4079336980010057,1.0,0.019416020978887283,1.0,0.19152156954451272,1.0,0.10407875314342396,1.0
1469,43,3.3,MW,0.851785714286,1.0,0,0,0,0,0,0,0,1,0,1,0.09,-0.3162077810151584,1.0,0.16018030959606105,1.0,0.4081771759223889,1.0,0.3908832965216633,1.0
13322,32,3.5,GL,0.733333333333,1.0,0,0,1,0,0,0,0,0,1,0,-1.36,-1.1011953646953514,-1.0,0.3127723402862268,1.0,-0.5968813443647121,-1.0,-0.028513401635474445,-1.0
19264,40,3.8,FW,0.861904761905,1.0,0,0,0,0,0,0,0,1,1,0,0.3,-1.0910395430619868,1.0,0.31079817218652656,1.0,0.3981772236181298,1.0,0.403051148146766,1.0
14684,38,3.9,SC,0.846428571429,1.0,0,0,0,0,0,0,0,1,1,0,0.43,-1.6761895409459775,1.0,0.424544208801344,1.0,0.3578963226774694,1.0,0.34487559864218964,1.0
9112,32,3.5,SE,0.733333333333,1.0,0,0,0,0,0,0,0,1,1,0,-0.91,-0.23093678622631678,-1.0,0.14360466620460977,1.0,0.07827751460950694,1.0,-0.028513401635474445,-1.0
20276,45,3.7,NE,0.914880952381,1.0,0,0,0,0,0,1,0,0,0,1,1.79,-0.9031911293676191,1.0,0.2742827272247527,1.0,0.38975519849043394,1.0,0.5911033830004788,1.0
13660,33,2.7,FW,0.669642857143,1.0,0,0,0,0,0,0,0,1,0,1,-0.33,0.8524786100622719,-1.0,-0.06699809852398324,-1.0,-0.04273263702459795,-1.0,-0.21249243234454473,-1.0
17063,31,3.0,FW,0.673214285714,1.0,0,0,0,0,0,0,0,1,0,1,0.33,0.47460820335949594,1.0,0.006455308759444986,1.0,-0.037648936466406546,-1.0,-0.21385016705942572,-1.0
17929,45,3.1,NE,0.857738095238,1.0,0,0,0,0,0,0,1,0,1,0,-0.25,0.1342246668932721,-1.0,0.0726217247929012,1.0,-0.20267438919289837,-1.0,0.4206499386313922,1.0
8424,30,3.2,MW,0.679761904762,1.0,0,0,0,0,0,0,0,1,0,1,0.96,0.2948665117738504,1.0,0.041394905625620454,1.0,-0.02376593581259767,-1.0,-0.20032458071944204,-1.0
368,27,3.6,SE,0.680357142857,1.0,0,0,0,1,0,0,0,0,0,1,-0.1,-1.0478051423707402,-1.0,0.3023939309802894,1.0,-0.4124956319048556,-1.0,-0.21656563648918725,-1.0
19998,41,3.6,SC,0.855357142857,1.0,0,0,0,0,0,0,0,1,0,1,0.03,-0.7783128674307109,1.0,0.2500079132351158,1.0,0.4132608764805803,1.0,0.38952556180678233,1.0
11785,39,3.6,SE,0.830357142857,1.0,0,0,0,0,0,0,0,1,0,1,0.38,-1.4142408863371498,1.0,0.37362457902080176,1.0,0.350297674790494,1.0,0.3029411049073585,1.0
9607,34,3.1,NE,0.720238095238,0.0,0,0,1,0,0,0,0,0,1,0,-0.1,-0.14359660487748305,-1.0,0.12662679813390215,1.0,-0.6246473456723296,-1.0,-0.05556457431544137,-1.0
6382,40,3.6,MS,0.842857142857,1.0,0,0,0,0,0,0,0,1,0,1,0.89,-0.5514754033396327,1.0,0.2059134714861277,1.0,0.3817792756355374,1.0,0.3462333333570706,1.0
13112,38,3.2,NE,0.786011904762,1.0,0,0,0,0,0,0,0,1,1,0,-0.13,0.23962320115899907,-1.0,0.05213353273771761,1.0,0.1991202174314881,1.0,0.14601324687825512,1.0
9491,33,2.6,GL,0.666369047619,1.0,0,1,0,0,0,0,0,0,0,1,-1.03,1.337028917080525,-1.0,-0.16118877982472257,-1.0,-0.5323867285745307,-1.0,-0.2409013397393922,-1.0
64,33,3.3,GL,0.726785714286,1.0,0,0,0,0,0,0,0,1,1,0,1.27,-0.12490439440461991,1.0,0.12299325995643182,1.0,0.0643945139556985,1.0,-0.04203898797545813,-1.0
11384,37,3.7,GL,0.814880952381,1.0,0,0,0,0,0,0,0,1,1,0,0.99,-0.7541540192697515,1.0,0.2453117272359267,1.0,0.28105012033357424,1.0,0.24476555540278166,1.0
4210,31,3.6,GL,0.730357142857,1.0,0,0,1,0,0,0,0,0,0,1,-0.26,-1.7498069654807014,-1.0,0.4388545399931684,1.0,-0.5767139909440697,-1.0,-0.043396722690338674,-1.0
13510,34,2.6,MW,0.672619047619,1.0,0,0,1,0,0,0,0,0,0,1,-1.46,0.30837253895141153,-1.0,0.038769498349853604,1.0,-0.7090921959031999,-1.0,-0.19760911128968006,-1.0
15752,37,3.0,SE,0.748214285714,1.0,0,0,0,0,0,0,0,1,1,0,-1.3,0.9139778859858851,-1.0,-0.0789528091388484,-1.0,0.12227401508759295,1.0,0.045903203638847145,1.0
17226,34,3.4,SE,0.74880952381,1.0,0,0,0,0,0,0,0,1,1,0,-0.13,-0.39120787163024606,-1.0,0.1747594142428489,1.0,0.11855841555016733,1.0,0.02966214786910193,1.0
1721,36,2.7,FW,0.707142857143,0.0,0,0,1,0,0,0,0,0,1,0,-1.21,0.595393032605319,-1.0,-0.017023791744001746,-1.0,-0.6524133469799469,-1.0,-0.0826157469954083,-1.0
21117,37,3.3,FW,0.776785714286,0.0,0,0,0,0,0,0,0,1,1,0,-1.34,0.3492789353899971,-1.0,0.030817792831765112,1.0,0.19032091733587064,1.0,0.13112992582339045,1.0
5324,41,3.7,FW,0.864880952381,1.0,0,1,0,0,0,0,0,0,0,1,0.27,-1.3580906826437342,1.0,0.3627096629337527,1.0,-0.031028613570500685,-1.0,0.41793446920163024,1.0
4060,37,3.2,NG,0.767261904762,1.0,0,0,0,0,0,0,0,1,1,0,0.12,0.5707473206950471,1.0,-0.012232965358491263,-1.0,0.16763861658644474,1.0,0.10272101842854298,1.0
7280,28,3.6,FW,0.699107142857,1.0,0,0,0,0,0,0,0,1,1,0,1.04,-0.5873201258417279,1.0,0.2128812492062254,1.0,-0.0249665880212393,-1.0,-0.1732734080394751,-1.0
10683,28,3.2,SC,0.654761904762,1.0,0,0,0,0,0,0,0,1,1,0,1.15,0.12197988294473833,1.0,0.0750019617379359,1.0,-0.11569579101894334,-1.0,-0.2869090376188663,-1.0
1824,32,3.9,MS,0.771428571429,1.0,0,0,0,0,0,0,0,1,0,1,1.14,-1.416101096855609,1.0,0.3739861813014291,1.0,0.19797337112347035,1.0,0.08512222794391677,1.0
10972,37,3.1,MW,0.757738095238,1.0,0,0,0,0,0,0,0,1,1,0,-0.4,0.5799444616844133,-1.0,-0.01402077761092417,-1.0,0.14495631583701885,1.0,0.07431211103369506,1.0
14803,46,3.9,NE,0.946428571429,1.0,0,0,0,0,0,0,0,1,0,1,0.2,-1.5171237514948717,1.0,0.3936237556243838,1.0,0.6387157829540739,1.0,0.6912134262398864,1.0
2355,45,3.1,NG,0.857738095238,1.0,0,0,0,0,0,0,0,1,0,1,-0.09,-0.20709366985504826,-1.0,0.13896985462196437,1.0,0.42577577611362294,1.0,0.4206499386313922,1.0
19396,41,3.8,MS,0.874404761905,1.0,0,0,0,0,0,0,0,1,0,1,1.43,-1.087395965238957,1.0,0.31008990501064687,1.0,0.4586254779794321,1.0,0.4463433765964777,1.0
3758,37,3.2,MS,0.773511904762,1.0,0,0,0,0,0,0,0,1,0,1,0.92,-0.3805733670500971,1.0,0.17269219600525457,1.0,0.19660527010270412,1.0,0.10272101842854298,1.0
3232,40,3.4,FW,0.82380952381,1.0,0,0,0,0,0,0,0,1,0,1,0.02,-0.5615800431466902,1.0,0.20787769046182522,1.0,0.33641467413668513,1.0,0.2894155185673748,1.0
20338,34,3.5,NE,0.758333333333,1.0,0,0,0,0,0,0,0,1,0,1,-0.46,-0.488317443095744,-1.0,0.19363633283040338,1.0,0.1702073698158526,1.0,0.058071055263949845,1.0
1918,39,3.2,GL,0.792261904762,1.0,0,0,0,0,0,0,0,1,1,0,0.58,0.6593788699842551,1.0,-0.029461859637111718,-1.0,0.23060181827653103,1.0,0.18930547532796727,1.0
17090,36,3.9,Mt,0.821428571429,1.0,0,0,0,0,0,0,0,1,0,1,1.0,-1.6185602175933322,1.0,0.41334176985772,1.0,0.32389977450364293,1.0,0.25829114174276535,1.0
17984,34,3.6,MW,0.767857142857,1.0,0,0,0,0,0,0,0,1,1,0,-1.87,-0.1681660962239935,-1.0,0.13140280816964292,1.0,0.16392301704901957,1.0,0.08647996265879776,1.0
1569,43,2.8,MS,0.804166666667,1.0,0,0,0,0,0,0,0,1,0,1,0.71,1.030814566148052,1.0,-0.10166443752086592,-1.0,0.29476567217525895,1.0,0.24883875954742418,1.0
1831,35,3.3,GL,0.751785714286,1.0,0,0,0,0,0,0,0,1,0,1,-0.09,-0.129463023230384,-1.0,0.12387940190841645,1.0,0.15632436916204417,1.0,0.04454546892396616,1.0
8539,33,3.0,NE,0.704464285714,1.0,0,0,0,0,0,0,0,1,1,0,-0.21,1.1054508191321775,-1.0,-0.11617281656115473,-1.0,-0.0036523882925796336,-1.0,-0.12726571016000143,-1.0
